numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2249E2995712Q,2022-12-12,dpe maison individuelle,D,maison,1975-1977,H2b,49267,,,2,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,202.3,29,1208.4,140,1476.4,109,
2291E1721679Z,2022-07-27,dpe maison individuelle,D,maison,avant 1948,H1a,91215,,2,2,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,211.7,7,835,350,1209,72.4,
2276E2730679C,2022-11-17,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,76351,,5,1,40,Réseau de Chauffage urbain,Gaz naturel,Ventilation par entrées d'air hautes et basses,151.4,36,453.7,294.6,808.3,59,2544
2294E2465894T,2022-10-21,dpe appartement individuel,C,appartement,1975-1977,H2b,49328,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,176.1,6,442.9,310.9,836.4,50.5,2788
2275E3061843D,2022-12-16,dpe appartement individuel,G,appartement,avant 1948,H1a,75110,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,503.2,20,1380.1,283.6,1675.7,38,
2249E2967339J,2022-12-08,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,49007,,4,1,28,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,191.3,3,1125.3,232.2,1593.2,103,2069
2222E2451714P,2022-10-19,dpe maison individuelle,E,maison,avant 1948,H2a,22004,,2,2,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,259.1,10,889,261,1166,50,
2244E1982531Y,2022-09-02,dpe maison individuelle,E,maison,avant 1948,H2b,44122,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,307.5,12,842,235,1188,43,
2244E2490740L,2022-10-24,dpe appartement individuel,C,appartement,2006-2012,H2b,44109,,,1,1,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,171.8,6,124.4,249.6,405,20.1,
2230E2875846R,2022-11-30,dpe appartement individuel,C,appartement,avant 1948,H3,30321,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,181.8,6,350.8,260.6,623.8,34.6,
2292E2391852X,2022-10-13,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,92012,T2,4,1,14,Gaz naturel,Électricité,VMC SF Auto réglable avant 1982,214.2,28.5,333.1,391.7,827.7,44.8,629
2259E1542194M,2022-07-06,dpe appartement individuel,C,appartement,1948-1974,H1a,59378,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,229.8,8,130.7,317.5,455.3,18,
2213E2225202G,2022-09-28,dpe appartement individuel,E,appartement,1948-1974,H3,13054,,,1,1,Gaz naturel,Électricité,Ventilation par entrées d'air hautes et basses,281.8,51,814.5,369.1,1248.6,55.7,350
2213E1612514I,2022-07-14,dpe appartement individuel,D,appartement,avant 1948,H3,13030,,,3,1,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,201.3,6,521,270.5,814.7,63.9,
2221E2175934Q,2022-09-22,dpe appartement individuel,C,appartement,1978-1982,H1c,21231,,,1,1,Réseau de Chauffage urbain,Électricité,VMC SF Auto réglable de 1982 à 2000,137.8,3,176.6,310,543.7,37.4,1910
2246E2184171K,2022-09-22,dpe maison individuelle,C,maison,avant 1948,H2c,46177,,,1,,Bois – Granulés (pellets) ou briquettes,Électricité,VMC SF Auto réglable après 2012,137.5,4,1076,398.9,1584.4,156.2,
2263E2058261J,2022-09-09,dpe appartement individuel,D,appartement,1978-1982,H1c,63032,,5,5,19,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A de 2001 à 2012,234.7,45,392,168,692,34,1121
2220E2998431C,2022-12-12,dpe appartement généré à partir des données DPE immeuble,A,appartement,après 2021,H3,2B346,,4,1,13,Électricité,Électricité,VMC SF Hygro A après 2012,35.5,1,57.8,99.6,222.9,41.1,737.3
2250E2709396N,2022-11-15,dpe appartement individuel,D,appartement,1948-1974,H2a,50147,,,1,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,183.3,39.6,641,229,957,56.5,
2273E2112176K,2022-09-15,dpe appartement généré à partir des données DPE immeuble,E,appartement,1983-1988,H1c,73157,,6,1,22,Électricité,Électricité,VMC SF Hygro A avant 2001,259.1,10,1859.9,562.9,2571.8,65,1284
2278E2895124Z,2022-12-01,dpe appartement individuel,G,appartement,avant 1948,H1a,78571,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,586.6,129.9,1583,136,1822,40,
2283E2613262I,2022-11-04,dpe appartement individuel,C,appartement,2006-2012,H3,83137,,1,1,1,Électricité,Électricité,VMC Basse pression Hygro A,126.4,4,399,253,730,60.2,60.2
2250E2502622R,2022-10-25,dpe maison individuelle,D,maison,avant 1948,H2a,50117,,,3,,Fioul domestique,Fioul domestique,VMC SF Auto réglable de 2001 à 2012,145.8,43,1672.9,340,2335,167,
2235E2179280W,2022-09-22,dpe appartement individuel,C,appartement,2006-2012,H2a,35238,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,98.9,19,74.6,135,278.4,40.9,5953
2235E2037047J,2022-09-08,dpe appartement individuel,E,appartement,avant 1948,H2a,35238,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,300.9,11,498,298.9,876.1,30,
2231E2667278W,2022-11-10,dpe appartement individuel,C,appartement,1989-2000,H2c,31555,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,145.5,29,222.2,313.6,659.4,67.7,4666
2230E3200850V,2022-12-22,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H3,30288,T3,3,1,18,Réseau de Chauffage urbain,Gaz naturel,Ventilation mécanique sur conduit existant avant 2013,231.7,48.1,497.4,181.6,812.3,38.1,861
2272E3036222P,2022-12-14,dpe appartement individuel,F,appartement,1975-1977,H2b,72118,,,3,1,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,363.7,73,4318.9,576.8,5022.4,187.5,
2219E1636541R,2022-07-19,dpe appartement individuel,D,appartement,1978-1982,H1c,19031,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation mécanique sur conduit existant avant 2013,225.7,20,926.3,426.4,1653.5,85.5,4750
2267E1814308S,2022-08-09,dpe appartement individuel,D,appartement,1989-2000,H1b,67482,,,1,1,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,265.7,10,272.1,208,511.1,18.3,
2281E2373083P,2022-10-12,dpe appartement individuel,C,appartement,1948-1974,H2c,81060,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,130.6,4,113.9,260.1,402.5,26.2,
2213E3048197X,2022-11-03,dpe immeuble collectif,C,immeuble,1989-2000,H3,13115,T2,2,,3,Électricité,Électricité,VMC SF Hygro B avant  2001,177,6.7,885,662,1680,,93
2275E1719108M,2022-07-27,dpe appartement individuel,D,appartement,avant 1948,H1a,75105,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,399.9,15.5,301,163,468,10.8,
2213E1649637D,2022-07-20,dpe appartement individuel,B,appartement,1948-1974,H3,13206,,,1,1,Électricité,Électricité,VMC SF Auto réglable avant 1982,102.5,3,509.7,375.1,1113.3,120,
2220E2194318R,2022-09-23,dpe appartement individuel,C,appartement,2013-2021,H3,2A271,,,1,1,GPL,GPL,VMC SF Auto réglable après 2012,54.9,12,266.4,215,630,79,
2281E2130374Q,2022-09-17,dpe maison individuelle,F,maison,1948-1974,H2c,81070,,,2,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,290.1,81,2386.8,402,2879.7,106,
2287E1524885V,2022-07-05,dpe maison individuelle,E,maison,avant 1948,H1c,87049,,,1,,Bois – Bûches,Électricité,Ventilation par ouverture des fenêtres,299,9,1627.7,337.1,2011.2,143.3,
2242E2646161C,2022-11-08,dpe maison individuelle,G,maison,avant 1948,H1c,42259,,,1,,Bois – Bûches,Électricité,VMC SF Auto réglable de 2001 à 2012,664.4,22,2215.8,332.2,2694.4,70,
2271E3111902I,2022-12-21,dpe maison individuelle,F,maison,avant 1948,H1c,71212,,,1,,Électricité,Électricité,Ventilation par ouverture des fenêtres,391.2,15,3087.5,307.8,3426.2,102.4,
2291E2976104C,2022-11-28,dpe appartement généré à partir des données DPE immeuble,C,appartement,1989-2000,H1a,91174,T2,5,1,28,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,118.1,22.5,306.9,205.4,665.3,48,1614
2223E2488266M,2022-10-24,dpe maison individuelle,E,maison,avant 1948,H1c,23151,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,309.9,12.4,1336,279,1634,60,
2238E2122876P,2022-09-16,dpe appartement individuel,C,appartement,1948-1974,H1c,38169,,4,4,,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,139.6,27.8,482,194,850,57,
2206E1544056B,2022-07-05,dpe appartement individuel,D,appartement,1948-1974,H3,06088,,,8,58,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,195.2,42,256,332,681,51.5,4000
2214E2200963A,2022-09-26,dpe appartement individuel,D,appartement,1978-1982,H1a,14118,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,203.5,39.9,161,109,396,25.5,10000
2233E2288517F,2022-10-04,dpe appartement généré à partir des données DPE immeuble,C,appartement,2013-2021,H2c,33063,,5,1,120,Électricité,Électricité,VMC SF Hygro B après 2012,130.8,4,109.7,237.7,367.1,22.4,3015.8
2201E1679720S,2022-07-22,dpe maison individuelle,D,maison,1989-2000,H1c,01419,,,2,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,242.2,9,1950.3,381.4,2463.9,127.5,
2244E2692927W,2022-11-14,dpe maison individuelle,D,maison,avant 1948,H2b,44009,,,3,,Gaz naturel,Gaz naturel,VMC SF Auto réglable après 2012,222.6,48,4227.8,292.2,4898,313,
2244E2469944P,2022-10-21,dpe maison individuelle,D,maison,avant 1948,H2b,44029,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,189.3,7,646.3,221.4,908.3,51.9,
2271E1958278E,2022-08-31,dpe appartement individuel,E,appartement,1948-1974,H1c,71270,,,1,1,Réseau de Chauffage urbain,Gaz naturel,Ventilation par entrées d'air hautes et basses,297.9,38,518.5,183.9,743.8,29,2392
2262E2425971A,2022-10-18,dpe maison individuelle,C,maison,2006-2012,H1a,62004,,,2,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,162.1,6.3,1012,385,1504,105,
2284E2178886P,2022-09-22,dpe maison individuelle,D,maison,1983-1988,H2d,84007,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,198.2,7.9,1068,306,1400,79.5,
2273E2091930S,2022-09-13,dpe appartement individuel,D,appartement,avant 1948,H1c,73008,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,242,9,818.9,257.8,1118.4,51.1,
2245E2745221F,2022-11-18,dpe maison individuelle,C,maison,2006-2012,H1b,45296,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,138.6,5,657.4,362.6,1126.3,98.1,
2220E2917304V,2022-12-05,dpe appartement individuel,C,appartement,2013-2021,H3,2A271,,,1,1,GPL,GPL,VMC SF Auto réglable après 2012,54.9,12,266.4,215,630,79,
2294E1782197S,2022-08-04,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,94028,,8,1,192,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Auto réglable de 2001 à 2012,121.1,7,517.3,1.8,714,65,13896
2214E2941066N,2022-12-06,dpe appartement individuel,E,appartement,1948-1974,H1a,14118,,,1,1,Électricité,Électricité,VMC SF Hygro B avant  2001,272.5,10,505.2,255.3,820.3,31,
2237E3147092M,2022-12-26,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H2b,37122,,9,1,53,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,216.5,31,584.4,369.8,1047.3,60.2,3183.1
2295E3148648O,2022-12-26,dpe appartement individuel,D,appartement,1948-1974,H1a,95476,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,190.1,39,339.1,378.4,903.6,67,1800
2288E2834802H,2022-11-26,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,88160,,5,1,37,Réseau de Chauffage urbain,Réseau de Chauffage urbain,Ventilation par ouverture des fenêtres,192.6,10,155,288.7,465.4,30,1342
2283E2360297X,2022-10-11,dpe appartement individuel,C,appartement,1983-1988,H3,83019,,,1,1,Électricité,Électricité,Ventilation mécanique sur conduit existant avant 2013,186,6,155,312.3,531.4,27.6,
2230E2306002P,2022-09-20,dpe appartement individuel,D,appartement,1989-2000,H3,30011,,,4,20,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,170.3,34.8,677,422,1361,87,1016
2274E3218996L,2022-07-08,dpe appartement généré à partir des données DPE immeuble,B,appartement,1948-1974,H1c,74123,T1,6,1,54,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro A après 2012,78.6,3,101.1,61.2,219.7,31,3967
2237E2463288I,2022-10-20,dpe maison individuelle,F,maison,1948-1974,H2b,37261,,,4,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,332.4,99,5894.8,439.7,6495.7,212,
2218E3092262X,2022-12-20,dpe maison individuelle,E,maison,avant 1948,H2b,18140,,,2,,Fioul domestique,Électricité,Ventilation par ouverture des fenêtres,213,55,1795.9,465.1,2360.1,118.2,
2213E1544940I,2022-07-06,dpe appartement individuel,E,appartement,1948-1974,H3,13205,,,1,1,Gaz naturel,Électricité,Ventilation naturelle par conduit,301,33,229.8,437.7,705.3,30.5,2411
2275E2467185R,2022-10-21,dpe appartement individuel,E,appartement,avant 1948,H1a,75120,,,1,1,Électricité,Électricité,Ventilation par ouverture des fenêtres,303.8,12,859,248.3,1120.6,40.8,
2294E2889173S,2022-11-24,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,94077,T3,5,1,40,Gaz naturel,Gaz naturel,VMC SF Hygro A avant 2001,171.9,34.7,560.1,246.6,999.1,59,1920
2201E1550116Y,2022-07-07,dpe maison individuelle,F,maison,1948-1974,H1c,01004,,,2,,Électricité,Électricité,VMC SF Auto réglable après 2012,331.8,13,2314.8,364.3,2820.6,99,
2275E1927616A,2022-08-28,dpe appartement individuel,G,appartement,avant 1948,H1a,75117,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,577,128,1440.8,304.1,1822.7,50.1,2400
2293E2588522E,2022-10-26,dpe appartement généré à partir des données DPE immeuble,D,appartement,1948-1974,H1a,93051,T4,5,1,40,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable avant 1982,155.7,31.4,365.8,492.3,1066.3,67,2536
2203E1869011F,2022-08-18,dpe appartement individuel,F,appartement,avant 1948,H1c,03185,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,375,82,1420.4,160.4,1681.8,56.9,
2291E3046439H,2022-12-15,dpe appartement individuel,C,appartement,2006-2012,H1a,91377,,,1,1,Réseau de Chauffage urbain,Réseau de Chauffage urbain,VMC SF Hygro B de 2001 à 2012,159.7,16,157.4,139.2,362.9,28,4315
2263E2668263Z,2022-11-10,dpe maison individuelle,F,maison,1948-1974,H1c,63003,,,2,,Gaz naturel,Électricité,VMC SF Auto réglable de 1982 à 2000,394.7,74,1747,387.2,2316.3,73,
2234E1657519C,2022-07-20,dpe appartement individuel,D,appartement,avant 1948,H3,34032,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,150.3,30,629.4,174.4,1007.7,67.3,
2259E2925390I,2022-12-05,dpe maison individuelle,D,maison,1948-1974,H1a,59400,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,192.3,39,897,162.7,1323.6,75,
2294E1755101O,2022-08-01,dpe appartement individuel,G,appartement,avant 1948,H1a,94033,,,1,1,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,646.1,140,629.4,102.4,796.4,18.5,220
2262E1595782R,2022-07-12,dpe appartement individuel,D,appartement,1975-1977,H1a,62413,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,199.4,37,131,66.2,287.9,20,3000
2206E2706217O,2022-11-15,dpe maison individuelle,B,maison,2013-2021,H3,06027,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,88,3.2,207,360,644,74.3,
2278E1985754F,2022-09-02,dpe appartement individuel,C,appartement,2006-2012,H1a,78123,,,1,,Électricité,Électricité,VMC SF Hygro B de 2001 à 2012,142,5.2,174,311,535,36.4,
2282E1842945S,2022-08-12,dpe appartement généré à partir des données DPE immeuble,C,appartement,avant 1948,H2c,82169,,3,1,10,Électricité,Électricité,VMC SF Hygro A après 2012,153.3,5,617.6,499.7,1183.4,50.6,443.8
2249E1600663X,2022-07-13,dpe appartement individuel,E,appartement,avant 1948,H2b,49007,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,282.8,11,557.3,222,805.4,30.3,
2228E2413203Q,2022-10-17,dpe maison individuelle,G,maison,1948-1974,H1a,28280,,,1,,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,491.6,19.9,2085,276,2411,56.9,
2236E3132665O,2022-12-22,dpe appartement généré à partir des données DPE immeuble,D,appartement,1975-1977,H2b,36044,,4,1,19,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,220.9,46,488.1,345.3,1040.9,66,1358
2264E2847476V,2022-11-21,dpe maison individuelle,D,maison,1989-2000,H2c,64348,,,2,,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,156.3,32.2,1049,177,1503,109.2,
2266E1800669C,2022-08-05,dpe maison individuelle,C,maison,1978-1982,H3,66028,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,159,6,1475.1,329.7,1928.1,139.3,
2278E2083714X,2022-09-13,dpe appartement généré à partir des données DPE immeuble,F,appartement,1948-1974,H1a,78644,,4,1,24,Réseau de Chauffage urbain,Gaz naturel,Ventilation naturelle par conduit,320.9,71,981.5,483.7,1525.8,53.6,1961.2
2250E1841822H,2022-08-08,dpe maison individuelle,C,maison,1989-2000,H2a,50562,,2,2,1,Électricité,Électricité,VMC SF Hygro A avant 2001,112.4,4,713,111,969,94,
2231E2735958K,2022-11-17,dpe appartement individuel,D,appartement,2013-2021,H2c,31555,,,1,1,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,257,53,67.4,175.4,288.8,16.7,1450
2260E2612462R,2022-11-04,dpe maison individuelle,D,maison,avant 1948,H1a,60169,,,3,,Bois – Bûches,Électricité,VMC SF Auto réglable de 2001 à 2012,185.1,13.6,932,425,1507,104.4,
2239E2461783N,2022-10-20,dpe appartement individuel,D,appartement,1948-1974,H1c,39574,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,164.3,32,914.1,197.2,1417.6,95,
2288E2340055O,2022-10-10,dpe maison individuelle,C,maison,2001-2005,H1b,88413,,,2,,Gaz naturel,Gaz naturel,VMC SF Hygro A de 2001 à 2012,128.8,26,752.1,145.9,1127.5,91,
2275E2542011P,2022-10-27,dpe appartement individuel,F,appartement,1948-1974,H1a,75115,,,1,,Gaz naturel,Gaz naturel,Ventilation par entrées d'air hautes et basses,353.6,77.6,899,156,1131,37.1,
2203E2734623Z,2022-11-17,dpe appartement individuel,C,appartement,avant 1948,H1c,03310,,,1,1,Électricité,Électricité,VMC SF Auto réglable après 2012,169.7,6,213.4,273,513.7,28.9,
2244E2612619C,2022-11-04,dpe appartement individuel,F,appartement,1948-1974,H2b,44087,,,1,1,Gaz naturel,Gaz naturel,VMC SF Auto réglable de 1982 à 2000,352.6,74,1145.2,220.2,1586,62,960
2254E2941520N,2022-12-06,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1b,54184,,12,1,72,Gaz naturel,Gaz naturel,VMC SF Hygro B après 2012,120.8,25,192.4,198.6,477.8,57,3810
2212E2574602R,2022-11-01,dpe appartement individuel,E,appartement,avant 1948,H2c,12089,,,1,1,Gaz naturel,Électricité,Ventilation par ouverture des fenêtres,369.1,54,229.2,288.6,559.2,15,200
2286E2021437Y,2022-09-02,dpe maison individuelle,C,maison,1989-2000,H2b,86044,,,1,,Électricité,Électricité,VMC SF Hygro B après 2012,148.8,5.7,583,291,920,67,
2279E1497877T,2022-07-01,dpe maison individuelle,D,maison,1948-1974,H2b,79049,,,1,,Gaz naturel,Gaz naturel,Ventilation par ouverture des fenêtres,212.3,46,1374.6,124.7,1614.8,95,
2262E2730815U,2022-11-17,dpe maison individuelle,F,maison,avant 1948,H1a,62400,,,2,,Charbon,Électricité,VMC SF Hygro A de 2001 à 2012,308,91.7,305,352,770,55.6,
2278E3163011I,2022-12-27,dpe appartement individuel,F,appartement,1948-1974,H1a,78646,,,1,1,Gaz naturel,Gaz naturel,Ventilation mécanique sur conduit existant à partir de 2013,443.2,93,148.6,157.7,357,12.3,3701
