numero_dpe,date_etablissement_dpe,methode_application_dpe,etiquette_dpe,type_batiment,periode_construction,zone_climatique,code_insee_ban,typologie_logement,nombre_niveau_immeuble,nombre_niveau_logement,nombre_appartement,type_energie_principale_chauffage,type_energie_principale_ecs,type_ventilation,conso_5_usages_par_m2_ep,emission_ges_5_usages_par_m2,cout_chauffage,cout_ecs,cout_total_5_usages,surface_habitable_logement,surface_habitable_immeuble
2127E0008507G,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H1a,27676,,,1,,Électricité,Non affecté,,219.6,8.6,1330,387,1869,76,
2129E0264041O,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2a,29105,,,1,,Gaz naturel,Non affecté,,161.5,21.9,849,588,1655,78,
2150E0774301T,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,133.7,5,639,118,915,74,74
2144E0017118C,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H2b,44109,,,4,,Gaz naturel,Non affecté,,287.1,63,949,352,1384,45,
2176E0013866G,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,76540,,2,2,1,Électricité,Non affecté,,695.6,28,1953,385,2389,31.4,31.4
2187E0008970J,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1c,87085,,,6,,Électricité,Non affecté,,232.5,8.5,267,414,728,24,
2195E0018194L,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,95555,,,5,,Gaz naturel,Non affecté,,242.5,43.4,1382,509,1937,73.8,
2133E0001381K,2021-07-01,dpe maison individuelle,E,maison,1975-1977,H2c,33281,,,1,,Électricité,Non affecté,,255.8,54,2329,212.8,2917.6,,
2133E0010079Y,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,33039,,,2,,Gaz naturel,Non affecté,,399.5,74.2,3329,520,4130,108.9,
2157E0028240J,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H1b,57463,,,1,,Gaz naturel,Non affecté,,121.7,23.7,1064,266,1644,126.1,
2169E0025914J,2021-07-01,dpe appartement individuel,C,appartement,1978-1982,H1c,69259,,,4,,Électricité,Non affecté,,181.2,6.9,484,283,829,37,
2150E0774324Q,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50237,,1,1,1,Électricité,Non affecté,,141,5,585,111,851,64.7,64.7
2149E0001064V,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H2b,49063,,,1,1,Électricité,Non affecté,,241.6,74.7,1678.4,303.6,2162.7,,
2176E0013590Q,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,76540,,1,1,1,Électricité,Non affecté,,493,16,1111,431,1616,32.7,32.7
2150E0739985X,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,D,appartement,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,216,8.3,474.8,383.6,954,44,351.9
2134E0020716C,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,34086,,2,2,1,Électricité,Non affecté,,463.7,15.2,2086,219,2331,64.7,64.7
2150E0774662Q,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,181.1,7,642,78,873,52,52
2101E0053482B,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1c,01354,,,1,,Gaz naturel,Non affecté,,202.8,32.6,1882,342,2322,150.9,
2167E0610661O,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,,67025,,1,1,1,Électricité,Non affecté,,348.8,11,706,309,1123,41.3,41.3
2186E0005697L,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H2b,86157,,,1,,Électricité,Non affecté,,218.9,8.3,1404,454,1958,85.5,
2133E0018980H,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,33039,,,2,,Gaz naturel,Non affecté,,340,61.7,2816,525,3613,108.9,
2101E0022806F,2021-07-01,dpe maison individuelle,B,maison,2013-2021,H1c,01033,,,1,,Électricité,Non affecté,,86.7,3.4,777,174,1024,94.2,
2150E0774459V,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,180.5,5,434,92,681,47,47
2150E1044151P,2021-07-01,dpe maison individuelle,B,maison,2001-2005,H2a,50109,,1,1,1,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,105.5,4,527,99,789,79.1,
2133E0036123Q,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2c,33063,,,3,,Gaz naturel,Non affecté,,213,47.5,736,203,969,37.2,
2117E0024161Y,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2b,17058,,,2,,Gaz naturel,Non affecté,,214.5,46.5,2740,174,3149,162.5,
2150E0891557P,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,118.1,3,475,100,739,79.1,79.1
2138E0000544K,2021-07-01,dpe maison individuelle,D,maison,2006-2012,H1c,38536,,,1,,Électricité,Non affecté,,247.7,8.1,1792.3,500.1,2444,,
2150E0031591Z,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2a,50188,,,3,,Fioul domestique,Non affecté,,274.8,60.2,4360,783,5252,250,
2150E0774514Y,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50463,,1,1,1,Électricité,Non affecté,,132.1,5,542,113,812,65.2,65.2
2150E0774407V,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,181.4,5,437,92,684,47,47
2182E0020736S,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2c,82037,,,2,,Gaz naturel,Non affecté,,175.2,37.1,658,205,960,42.2,
2157E0741539Y,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2128E1032051J,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,28085,,,4,,Gaz naturel,Gaz naturel,Ventilation naturelle par conduit,144,30,811,171,1085,85.4,
2118E0758301D,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2b,18033,,,1,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,109.6,3.2,94,74,384,35,
2131E0030037M,2021-07-01,dpe maison individuelle,B,maison,1948-1974,H2c,31299,,,1,,Électricité,Non affecté,,87.8,3.3,717,135,1257,123,
2150E0774505P,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50639,,1,1,1,Électricité,Non affecté,,117,4,585,122,867,79.6,79.6
2177E1040458P,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,102,246.1,484.1,52.4,2391.6
2150E0774381V,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,123.7,4,484,112,754,64,64
2137E0019259E,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H2b,37053,,,2,,Fioul domestique,Non affecté,,145.5,20.2,1905,505,2648,179.6,
2129E0357328N,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2a,29003,,,3,,Électricité,Gaz naturel,VMC SF Auto réglable de 2001 à 2012,89.5,2.8,401,140,807,79.1,
2179E1019714V,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H2b,79290,,,1,,Électricité,Électricité,Ventilation mécanique sur conduit existant à partir de 2013,479,15,1289,201,1600,45.9,
2128E0417404C,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H1a,28229,,,1,1,Électricité,Gaz naturel,VMC SF Hygro B avant  2001,57.3,1.6,46,105,263,58,2670
2160E0017481R,2021-07-01,dpe maison individuelle,C,maison,avant 1948,H1a,60238,,,2,,Électricité,Non affecté,,154,5.9,858,488,1507,84,
2151E0027614B,2021-07-01,dpe maison individuelle,D,maison,avant 1948,,51365,,2,2,1,Électricité,Non affecté,,205.3,7.9,2902,590,3628,159.1,159.1
2129E0263460F,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2a,29105,,,3,,Gaz naturel,Non affecté,,139.5,16.8,694,587,1497,77,
2114E0001448G,2021-07-01,dpe maison individuelle,E,maison,1978-1982,H1a,14371,,,1,,Électricité,Non affecté,,263.7,8.7,1860.3,411.5,2370,,
2144E0004749J,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H2b,44109,,,2,,Gaz naturel,Non affecté,,298.7,66.9,2325,259,2647,98,
2186E0005694I,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H2b,86157,,,1,,Électricité,Non affecté,,218.9,8.3,1404,454,1958,85.5,
2176E0041195J,2021-07-01,dpe maison individuelle,D,maison,1989-2000,H1a,76591,,,2,,Électricité,Électricité,VMC SF Auto réglable de 2001 à 2012,212.3,6.8,1927,184,2364,146,
2165E0001312Z,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H2c,65460,,,1,1,Électricité,Non affecté,,266.8,55.9,1583.5,184.1,2048.3,,
2131E0000378T,2021-07-01,dpe appartement individuel,G,appartement,avant 1948,H2c,31555,,,1,1,Électricité,Non affecté,,471.8,15.3,668.8,254.4,970.1,,
2135E0044918Z,2021-07-01,dpe maison individuelle,D,maison,2001-2005,H2a,35023,,,2,,Gaz naturel,Non affecté,,171.1,35.4,1335,328,2034,111,
2117E0008852D,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2b,17461,,,1,,Électricité,Non affecté,,217.3,8.5,830,354,1204,42.1,
2133E0001852N,2021-07-01,dpe appartement individuel,D,appartement,2006-2012,H2c,33162,,,1,1,Électricité,Non affecté,,238.8,7.4,366.2,362.5,781.1,,
2150E0745582E,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,121.3,3,260,96,499,47,47
2167E0043590D,2021-07-01,dpe appartement individuel,C,appartement,1978-1982,H1b,67482,,,1,,Électricité,Non affecté,,139.7,5.4,344,153,573,26.7,
2150E0774564W,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,119.4,4,440,105,704,61,61
2157E0741802B,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,938.3,190.5,1184.3,54,3060
2101E0010054T,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1c,01058,,,3,,Électricité,Non affecté,,310.6,11.7,1887,371,2407,84,
2121E0924060P,2021-07-01,dpe maison individuelle,C,maison,avant 1948,,21617,,1,1,1,GPL,Non affecté,,101.6,26,1456,320,1852,127,127
2144E1021010I,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H2b,44109,,1,1,1,Électricité,Électricité,Ventilation par entrées d'air hautes et basses,314.9,12,1216,320,1554,56,56
2144E0095833P,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H2b,44126,,,1,,Électricité,Non affecté,,234.7,15,1396,181,1602,55,
2112E1029524O,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H2c,12291,,,3,,Électricité,Électricité,Ventilation par ouverture des fenêtres,275,10.7,770,256,1187,48,
2177E0001093A,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,77207,,,1,,Électricité,Non affecté,,205.6,53.2,2112.1,565.7,2861.9,,
2177E1040434R,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,65.8,158.7,312.1,33.8,2391.6
2163E0013091Y,2021-07-01,dpe appartement individuel,D,appartement,1978-1982,H1c,63113,,,1,,Électricité,Non affecté,,235.4,9,767,446,1317,43.8,
2191E0000554V,2021-07-01,dpe maison individuelle,E,maison,1978-1982,H1a,91226,,,1,,Électricité,Non affecté,,320.9,54.5,1858.8,210.4,2131.4,,
2150E0739993F,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,C,appartement,1948-1974,,50592,,1,1,8,Électricité,Non affecté,,131.3,4.7,149.8,383.6,606.4,44,351.9
2115E0023056J,2021-07-01,dpe appartement individuel,D,appartement,1989-2000,H1c,15138,,,5,,Électricité,Non affecté,,229.3,8.9,1333,491,2005,79.1,
2124E0828964E,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,24256,,2,2,1,Fioul domestique,Non affecté,,340.7,106,3926,452,4691,147,147
2108E0000559V,2021-07-01,dpe maison individuelle,D,maison,1983-1988,H1b,08486,,,1,,Électricité,Non affecté,,235.6,7.3,1069.5,304.6,1509.3,,
2150E0739672W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,120.4,3,508,100,747,78.7,78.7
2150E0892298C,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50188,,1,1,1,Électricité,Non affecté,,136.5,5,732,121,1015,81.4,81.4
2150E0745722O,2021-07-01,dpe maison individuelle,E,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,256.1,8,784,93,1006,52,52
2157E0741787M,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,938.3,190.5,1184.3,54,3060
2163E0027938Z,2021-07-01,dpe maison individuelle,D,maison,1978-1982,,63113,,1,1,1,Gaz naturel,Non affecté,,172.6,34.9,1261,247,1789,100,100
2150E0891752C,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50365,,1,1,1,Électricité,Non affecté,,118.1,3,475,100,739,79.1,79.1
2127E1028175G,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1a,27422,,,2,,Fioul domestique,Fioul domestique,Ventilation par ouverture des fenêtres,220.8,68.8,3440,224,3933,189.5,
2150E0744502Q,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,114.6,4,458,114,707,64,64
2115E0001782D,2021-07-01,dpe maison individuelle,G,maison,avant 1948,H1c,15041,,,2,,Fioul domestique,Non affecté,,541.4,172.5,5626,447,6230,125,
2148E1018693J,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2d,48018,,,2,,Fioul domestique,Fioul domestique,Ventilation naturelle par conduit,303.3,95.7,1646,239,1980,70,
2178E0050552I,2021-07-01,dpe maison individuelle,F,maison,1978-1982,H1a,78472,,,3,,Électricité,Électricité,VMC SF Auto réglable de 1982 à 2000,340.6,11.3,4210,714,5117,155,
2101E0037527K,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H1c,01053,,,4,,Gaz naturel,Non affecté,,265,56.8,1038,197,1354,42,
2150E0774526K,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50525,,1,1,1,Électricité,Non affecté,,194.2,6,443,88,685,44,44
2164E0016775R,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H2c,64499,,,2,,Électricité,Non affecté,,126.7,4.7,536,484,1139,70.2,
2169E1044425W,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H1c,69264,,,4,,Gaz naturel,Gaz naturel,VMC SF Auto réglable avant 1982,322.5,68.1,931,157,1265,44.3,
2195E0017906J,2021-07-01,dpe maison individuelle,E,maison,1948-1974,,95604,,1,1,1,Gaz naturel,Non affecté,,245.4,54.8,1519,554,2125,79,79
2150E0742777H,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50197,,1,1,1,Électricité,Non affecté,,140,5,576,108,816,62,62
2177E1040449G,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,102,246.1,484.1,52.4,2391.6
2150E0792897Z,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50592,,2,2,1,Électricité,Non affecté,,190.5,5,0,283,455,37,37
2180E0835179J,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,,80021,,1,1,1,Électricité,Non affecté,,369.3,11,220,224,482,14,14
2161E0028048D,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H1a,61483,,,1,,Électricité,Non affecté,,369.1,14.6,1256,389,1661,37.6,
2150E0774424M,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50363,,1,1,1,Électricité,Non affecté,,130.3,5,549,115,822,67.1,67.1
2169E0001514X,2021-07-01,dpe maison individuelle,E,maison,1989-2000,H1c,69107,,,1,,Électricité,Non affecté,,213.1,63.2,1091.5,271.7,1603.2,,
2150E0745721N,2021-07-01,dpe maison individuelle,E,maison,1983-1988,,50601,,1,1,1,Électricité,Non affecté,,259,8,794,93,1016,52,52
2177E1040451I,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,135.4,326.7,642.7,69.5,2391.6
2124E0030153R,2021-07-01,dpe maison individuelle,G,maison,1948-1974,,24256,,2,2,1,Fioul domestique,Non affecté,,323.4,101.9,3663,464,4302,144,144
2106E0028046Y,2021-07-01,dpe appartement individuel,E,appartement,1948-1974,H3,06084,,,2,,Gaz naturel,Non affecté,,314.8,62,2194,1146,3674,110.7,
2144E0023261J,2021-07-01,dpe maison individuelle,E,maison,avant 1948,,44109,,1,1,1,Gaz naturel,Non affecté,,259.4,56.9,1124,192,1398,50.5,50.5
2151E0027070D,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,51454,,1,1,1,Électricité,Non affecté,,539.1,21.7,1638,294,1944,31.4,31.4
2101E0019397C,2021-07-01,dpe maison individuelle,E,maison,avant 1948,H1c,01043,,,2,,Gaz naturel,Non affecté,,313,49.7,3917,251,4400,200,
2157E0741555O,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2131E0000322P,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H2c,31555,,,1,1,Électricité,Non affecté,,390.2,13,2434.5,300.5,2870.8,,
2185E0758367G,2021-07-01,dpe maison individuelle,G,maison,avant 1948,,85076,,2,2,1,Électricité,Non affecté,,453.8,18,3596,362,3990,103,103
2157E0741509U,2021-07-01,dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement,F,appartement,1948-1974,,57683,,5,5,50,Gaz naturel,Non affecté,,318.1,70.9,1094.7,222.3,1381.7,63,3060
2149E0056484J,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H2b,49007,,,1,,Réseau de Chauffage urbain,Non affecté,,244.8,6.4,866,248,1565,68.7,
2131E0001135W,2021-07-01,dpe maison individuelle,C,maison,1989-2000,H2c,31555,,,1,,Électricité,Non affecté,,124.7,23,715.3,207.6,1244,,
2150E0745567P,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,125.6,3,275,95,511,47,47
2179E1019693A,2021-07-01,dpe appartement individuel,D,appartement,avant 1948,H2b,79191,,1,1,,Électricité,Électricité,VMC SF Hygro A de 2001 à 2012,238,7,907,344,1351,77.2,
2193E0000866X,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,93062,,,1,1,Électricité,Non affecté,,416,90.1,2848.7,184,3333.7,,
2177E1040424H,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,101.8,245.5,482.9,52.2,2391.6
2150E0743652Y,2021-07-01,dpe maison individuelle,D,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,192.5,6,498,91,718,47,47
2166E0062268M,2021-07-01,dpe appartement individuel,D,appartement,2006-2012,H3,66124,,,1,,Électricité,Non affecté,,225.7,8.6,608,424,1104,39.9,
2176E0024367D,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H1a,76351,,,1,,Électricité,Non affecté,,134.9,4.9,240,424,736,43.5,
2138E0014366A,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,38053,,,1,,Gaz naturel,Non affecté,,203.9,44.4,820,228,1123,47.2,
2112E0025537R,2021-07-01,dpe maison individuelle,D,maison,avant 1948,H2c,12153,,,2,,Bois – Granulés (pellets) ou briquettes,Non affecté,,203,6.5,687,408,1127,68,
2177E0001677M,2021-07-01,dpe maison individuelle,D,maison,1978-1982,H1a,77479,,,1,,Électricité,Non affecté,,189.3,6,1440,468,2074.8,,
2150E0774278W,2021-07-01,dpe maison individuelle,C,maison,2001-2005,,50188,,1,1,1,Électricité,Non affecté,,129.2,5,689,122,973,82.2,82.2
2163E0152408H,2021-07-01,dpe appartement individuel,F,appartement,1983-1988,,63113,,1,1,1,Électricité,Non affecté,,354,11.1,397,317,767,18.3,18.3
2159E0000184J,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,H1a,59449,,,1,1,Électricité,Non affecté,,318,10.5,1075.2,253.4,1346.9,,
2159E0001833U,2021-07-01,dpe appartement individuel,C,appartement,2006-2012,H1a,59560,,,1,1,Électricité,Non affecté,,149.5,4.5,324,496.8,954.9,,
2128E0377997L,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1a,28085,,,1,1,Électricité,Réseau de Chauffage urbain,VMC SF Auto réglable de 1982 à 2000,185.5,29.5,516,276,1166.6,82.4,14622
2177E0021985O,2021-07-01,dpe appartement individuel,F,appartement,avant 1948,H1a,77162,,,1,,Électricité,Non affecté,,363.1,34.4,1668,799,2691,62.9,
2161E0027584H,2021-07-01,dpe maison individuelle,D,maison,1948-1974,H1a,61168,,,2,,Électricité,Non affecté,,186.6,7.4,1444,405,1914,93,
2117E0009804T,2021-07-01,dpe maison individuelle,C,maison,2013-2021,H2b,17425,,,1,,Bois – Granulés (pellets) ou briquettes,Non affecté,,122.2,4.3,549,526,1428,109,
2176E0001743Z,2021-07-01,dpe appartement individuel,D,appartement,1983-1988,H1a,76540,,,1,1,Électricité,Non affecté,,218.8,7,555.3,266.3,902.6,,
2167E0108412H,2021-07-01,dpe appartement individuel,E,appartement,avant 1948,,67482,,1,1,1,Électricité,Non affecté,,266.1,10.6,1973,575,2582,88.9,
2121E0629111K,2021-07-01,dpe appartement individuel,F,appartement,1948-1974,H1c,21617,,,8,,Gaz naturel,Non affecté,,363.7,69.7,960,227,1615,36.9,
2150E0745570S,2021-07-01,dpe maison individuelle,E,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,255.2,8,927,98,1159,61,61
2177E1040452J,2021-07-01,dpe appartement généré à partir des données DPE immeuble,C,appartement,1948-1974,H1a,77464,T1,6,1,38,Gaz naturel,Gaz naturel,VMC SF Hygro B avant  2001,88.4,16.8,157.2,379.3,746.1,80.7,2391.6
2150E0745562K,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50532,,1,1,1,Électricité,Non affecté,,114,4,319,93,550,47,47
2150E0774349P,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50591,,1,1,1,Électricité,Non affecté,,135.6,5,379,94,631,47,47
2151E0007875W,2021-07-01,dpe maison individuelle,D,maison,avant 1948,,51454,,2,2,1,Électricité,Non affecté,,192.9,7.4,588,329,961,40.4,40.4
2144E0066532Q,2021-07-01,dpe appartement individuel,C,appartement,1948-1974,H2b,44143,T1,1,1,1,Réseau de Chauffage urbain,Gaz naturel,VMC SF Auto réglable avant 1982,170.5,8,671,303,1215,67,67
2167E0174157Y,2021-07-01,dpe appartement individuel,D,appartement,1983-1988,,67482,,1,1,1,Électricité,Non affecté,,211,8.2,1320,490,2053,87.2,87.2
2138E0016018O,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,38053,,,1,,Gaz naturel,Non affecté,,203.9,44.4,820,228,1123,47.2,
2157E0011456V,2021-07-01,dpe appartement individuel,C,appartement,2001-2005,H1b,57332,,,3,,Électricité,Non affecté,,172,6.6,881,462,1447,70.1,
2150E0774377R,2021-07-01,dpe maison individuelle,C,maison,1983-1988,,50359,,1,1,1,Électricité,Non affecté,,132.3,5,531,111,799,64,64
2159E0513111I,2021-07-01,dpe maison individuelle,E,maison,1978-1982,H1a,59212,,,2,,Électricité,Électricité,Ventilation par ouverture des fenêtres,140.1,4.4,1466,177,1932,205.7,
2131E0024857G,2021-07-01,dpe maison individuelle,F,maison,1948-1974,H2c,31052,,,1,,Bois – Granulés (pellets) ou briquettes,Non affecté,,389,11.8,1982,439,2464,95.2,
2148E0042939J,2021-07-01,dpe maison individuelle,F,maison,avant 1948,H2d,48018,,,2,,Fioul domestique,Non affecté,,303.3,95.7,1646,239,2003,70,
2167E0000475W,2021-07-01,dpe maison individuelle,D,maison,avant 1948,,67482,,1,1,1,Gaz naturel,Non affecté,,142.4,28.5,538,232,848,45.2,45.2
2160E0001733Z,2021-07-01,dpe maison individuelle,D,maison,1975-1977,H1a,60282,,,1,,Électricité,Non affecté,,238.5,7.7,2307.8,556.2,3032.4,,
2187E0021132D,2021-07-01,dpe maison individuelle,E,maison,1948-1974,H1c,87088,,,1,,Électricité,Non affecté,,270.8,10.1,2526,573,3149,123.6,
2169E0075761O,2021-07-01,dpe appartement individuel,D,appartement,1948-1974,H1c,69256,,,11,,Réseau de Chauffage urbain,Non affecté,,206,14.8,639,218,1525,75,
